#S 1 spectral density
#N 2
#UFWHM 10.5601
#L  abscissas [um]  spectral density
-234.375  1.74823e+19
-233.788  7.43254e+19
-233.202  3.89792e+19
-232.615  1.8967e+19
-232.028  5.82018e+19
-231.442  2.48329e+19
-230.855  1.4939e+19
-230.268  7.92451e+19
-229.682  5.48055e+19
-229.095  1.29054e+19
-228.508  4.02207e+19
-227.922  3.59818e+19
-227.335  1.77539e+19
-226.748  6.23633e+19
-226.162  5.10513e+19
-225.575  1.50237e+19
-224.988  3.83223e+19
-224.402  6.02995e+19
-223.815  3.08486e+19
-223.228  3.71602e+19
-222.642  4.7249e+19
-222.055  1.89747e+19
-221.468  3.80172e+19
-220.882  7.56474e+19
-220.295  4.47041e+19
-219.708  2.04031e+19
-219.122  4.83274e+19
-218.535  3.37765e+19
-217.948  2.8315e+19
-217.362  7.21827e+19
-216.775  5.15912e+19
-216.188  1.48147e+19
-215.602  5.72551e+19
-215.015  5.77545e+19
-214.428  2.62925e+19
-213.842  4.95186e+19
-213.255  4.85848e+19
-212.668  2.00532e+19
-212.082  5.54309e+19
-211.495  6.6502e+19
-210.908  3.43873e+19
-210.322  2.74547e+19
-209.735  4.69843e+19
-209.148  3.19363e+19
-208.562  4.12504e+19
-207.975  5.77554e+19
-207.388  4.15879e+19
-206.802  2.21259e+19
-206.215  5.30214e+19
-205.628  5.19475e+19
-205.041  2.75898e+19
-204.455  4.09041e+19
-203.868  4.92005e+19
-203.281  2.71393e+19
-202.695  5.26346e+19
-202.108  6.14307e+19
-201.521  1.95536e+19
-200.935  2.65767e+19
-200.348  5.86077e+19
-199.761  3.5514e+19
-199.175  4.85875e+19
-198.588  6.06841e+19
-198.001  2.082e+19
-197.415  2.83589e+19
-196.828  6.74406e+19
-196.241  4.58553e+19
-195.655  4.41109e+19
-195.068  4.80417e+19
-194.481  2.50458e+19
-193.895  3.54708e+19
-193.308  5.87903e+19
-192.721  4.14014e+19
-192.135  3.66507e+19
-191.548  4.71968e+19
-190.961  3.46154e+19
-190.375  5.41864e+19
-189.788  6.22194e+19
-189.201  2.94704e+19
-188.615  3.04939e+19
-188.028  4.1266e+19
-187.441  2.97681e+19
-186.855  6.29678e+19
-186.268  6.28696e+19
-185.681  2.60594e+19
-185.095  3.39857e+19
-184.508  4.83115e+19
-183.921  2.30197e+19
-183.335  5.03516e+19
-182.748  6.46838e+19
-182.161  2.84715e+19
-181.575  3.90563e+19
-180.988  6.73298e+19
-180.401  2.67724e+19
-179.815  3.61883e+19
-179.228  7.12708e+19
-178.641  3.09452e+19
-178.055  3.31776e+19
-177.468  7.12199e+19
-176.881  3.81099e+19
-176.295  3.17517e+19
-175.708  7.2071e+19
-175.121  3.64666e+19
-174.535  2.59984e+19
-173.948  7.09109e+19
-173.361  5.61274e+19
-172.775  3.10044e+19
-172.188  7.53138e+19
-171.601  5.04143e+19
-171.015  2.37581e+19
-170.428  7.32576e+19
-169.841  7.25567e+19
-169.255  4.11659e+19
-168.668  5.53588e+19
-168.081  5.35446e+19
-167.495  2.69258e+19
-166.908  6.75758e+19
-166.321  7.67714e+19
-165.735  4.77522e+19
-165.148  4.59944e+19
-164.561  6.47091e+19
-163.975  3.33165e+19
-163.388  6.54207e+19
-162.801  6.26174e+19
-162.215  4.30058e+19
-161.628  5.46252e+19
-161.041  6.39304e+19
-160.455  4.01476e+19
-159.868  7.75242e+19
-159.281  4.4143e+19
-158.695  4.08108e+19
-158.108  5.93262e+19
-157.521  5.61027e+19
-156.935  2.79745e+19
-156.348  6.95781e+19
-155.761  4.88385e+19
-155.175  4.60311e+19
-154.588  8.21071e+19
-154.001  6.50922e+19
-153.415  1.89772e+19
-152.828  6.02067e+19
-152.241  6.88595e+19
-151.655  3.67516e+19
-151.068  7.71802e+19
-150.481  7.44006e+19
-149.895  2.80928e+19
-149.308  5.18567e+19
-148.721  9.06264e+19
-148.135  3.28604e+19
-147.548  4.97077e+19
-146.961  6.58285e+19
-146.375  3.13126e+19
-145.788  5.45822e+19
-145.201  9.03349e+19
-144.614  3.37356e+19
-144.028  4.42691e+19
-143.441  6.06294e+19
-142.854  3.88964e+19
-142.268  8.05095e+19
-141.681  8.08705e+19
-141.094  2.9958e+19
-140.508  4.48663e+19
-139.921  4.84623e+19
-139.334  3.69803e+19
-138.748  1.0151e+20
-138.161  6.97027e+19
-137.574  3.1841e+19
-136.988  5.18828e+19
-136.401  4.89351e+19
-135.814  2.96692e+19
-135.228  8.13476e+19
-134.641  6.92422e+19
-134.054  3.1306e+19
-133.468  5.71077e+19
-132.881  6.88691e+19
-132.294  3.64506e+19
-131.708  7.45403e+19
-131.121  8.86421e+19
-130.534  3.15185e+19
-129.948  5.51277e+19
-129.361  6.16657e+19
-128.774  3.56108e+19
-128.188  8.38617e+19
-127.601  9.15309e+19
-127.014  4.01307e+19
-126.428  5.72781e+19
-125.841  5.13104e+19
-125.254  4.26093e+19
-124.668  9.69219e+19
-124.081  7.55279e+19
-123.494  3.38275e+19
-122.908  5.89651e+19
-122.321  5.68299e+19
-121.734  5.69803e+19
-121.148  1.26355e+20
-120.561  5.83756e+19
-119.974  3.90003e+19
-119.388  7.75399e+19
-118.801  7.42349e+19
-118.214  6.13263e+19
-117.628  1.01726e+20
-117.041  5.30442e+19
-116.454  5.00403e+19
-115.868  9.15397e+19
-115.281  7.82949e+19
-114.694  5.79422e+19
-114.108  8.22388e+19
-113.521  6.46954e+19
-112.934  5.52362e+19
-112.348  8.8908e+19
-111.761  5.50491e+19
-111.174  4.59424e+19
-110.588  1.02641e+20
-110.001  8.43504e+19
-109.414  6.63396e+19
-108.828  8.86511e+19
-108.241  3.75743e+19
-107.654  6.06947e+19
-107.068  1.42991e+20
-106.481  5.87435e+19
-105.894  6.21855e+19
-105.308  8.33893e+19
-104.721  4.2073e+19
-104.134  9.87768e+19
-103.548  1.46207e+20
-102.961  3.32961e+19
-102.374  7.37987e+19
-101.788  7.50902e+19
-101.201  6.10816e+19
-100.614  1.12494e+20
-100.028  1.01428e+20
-99.4409  3.87858e+19
-98.8542  9.39757e+19
-98.2676  8.94097e+19
-97.6809  7.00597e+19
-97.0942  9.94011e+19
-96.5075  9.16524e+19
-95.9209  8.1489e+19
-95.3342  1.18331e+20
-94.7475  8.3427e+19
-94.1609  4.74668e+19
-93.5742  9.74974e+19
-92.9875  1.32207e+20
-92.4009  1.0294e+20
-91.8142  1.12773e+20
-91.2275  6.41537e+19
-90.6409  4.56242e+19
-90.0542  1.22773e+20
